"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Nepal","NPL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","232000000","237000000","201000000","248000000","229000000","219000000","191000000","134000000","232000000","260000000","160000000","157000000","234000000","353000000","439000000","378000000","415000000","379000000","460000000","511000000","509000000","498000000","712000000","740000000","801000000","238000000","","","","",
